id,nivel,categoria,pergunta,resposta,tags
583,3,STRING,"Em termos de projeto, por que STRING é importante em COBOL?","Nível 1 - Conceito: STRING concatena campos em um destino, com delimitadores e controle de ponteiro. Nível 2 - Uso prático: normalmente entra em cena quando se quer separar definição de dados, fluxo de processamento e tratamento de exceções de forma organizada. Nível 3 - Exemplo: quando o sistema integra arquivos, telas ou banco, esse recurso melhora rastreabilidade e torna o comportamento mais explicável para suporte. Nível 4 - Cuidados: o erro típico é usar STRING sem considerar escopo, tipo de dado, contrato de interface ou impacto de performance; por isso vale combinar padronização, revisão e testes.","STRING, nível 3, cobol"
584,4,UNSTRING,"Como UNSTRING influencia desempenho, depuração e estabilidade em COBOL?","Nível 1 - Conceito: UNSTRING separa um texto em partes com base em delimitadores, preenchendo campos distintos. Nível 2 - Uso prático: o ganho aparece quando o programa cresce e a equipe precisa entender rapidamente intenção, dependências e impacto de mudança. Nível 3 - Exemplo: em batch noturno, esse ponto costuma ser decisivo para evitar erro silencioso, retrabalho operacional e leitura confusa do fluxo. Nível 4 - Cuidados: convém observar volume, tratamento de exceção e legibilidade, porque uma escolha sintaticamente válida pode ser operacionalmente ruim. Nível 5 - Critério de decisão: em ambientes corporativos, vale priorizar consistência entre programas, previsibilidade em erro e facilidade de auditoria, não apenas preferência pessoal.","UNSTRING, nível 4, cobol"
585,5,INSPECT,Como revisar código que usa INSPECT sem cair em análise superficial?,"Nível 1 - Conceito: INSPECT conta, substitui ou examina caracteres e padrões em strings. Nível 2 - Uso prático: o ganho aparece quando o programa cresce e a equipe precisa entender rapidamente intenção, dependências e impacto de mudança. Nível 3 - Exemplo: uma aplicação de faturamento ou cadastro usa esse recurso para reduzir ambiguidade e tornar a regra mais segura diante de dados reais e volume alto. Nível 4 - Cuidados: não basta saber a sintaxe; é preciso validar efeito sobre dados, mensagens de erro, caminhos alternativos e compatibilidade com o compilador. Nível 5 - Critério de decisão: use INSPECT quando ele simplificar o raciocínio de negócio e a operação; evite quando adicionar acoplamento, ambiguidade ou custo desnecessário de manutenção. Nível 6 - Sinal de maturidade: quem domina INSPECT não só escreve a instrução, mas entende seus efeitos em dados, contrato entre módulos, observabilidade e custo de manutenção no legado.","INSPECT, nível 5, cobol"
586,1,INITIALIZE,Qual é a função prática de INITIALIZE em um programa COBOL?,"Nível 1 - Conceito: INITIALIZE zera ou reseta grupos de dados segundo regras de categoria. Nível 2 - Uso prático: ele é valioso quando a lógica precisa ficar explícita para manutenção futura, auditoria e diagnóstico de falhas. Nível 3 - Exemplo: em manutenção de legado, ele ajuda a localizar responsabilidade do trecho e a diminuir o risco de alteração colateral.","INITIALIZE, nível 1, cobol"
587,2,SET,"Em termos de projeto, por que SET é importante em COBOL?","Nível 1 - Conceito: SET atribui índices, ponteiros, condition-names e chaves internas de forma semântica. Nível 2 - Uso prático: ele é valioso quando a lógica precisa ficar explícita para manutenção futura, auditoria e diagnóstico de falhas. Nível 3 - Exemplo: uma aplicação de faturamento ou cadastro usa esse recurso para reduzir ambiguidade e tornar a regra mais segura diante de dados reais e volume alto.","SET, nível 2, cobol"
588,3,OPEN,Quais cuidados devo ter ao trabalhar com OPEN em COBOL?,"Nível 1 - Conceito: OPEN prepara arquivos para leitura, escrita, extensão ou I-O antes de qualquer operação. Nível 2 - Uso prático: o ganho aparece quando o programa cresce e a equipe precisa entender rapidamente intenção, dependências e impacto de mudança. Nível 3 - Exemplo: em manutenção de legado, ele ajuda a localizar responsabilidade do trecho e a diminuir o risco de alteração colateral. Nível 4 - Cuidados: o erro típico é usar OPEN sem considerar escopo, tipo de dado, contrato de interface ou impacto de performance; por isso vale combinar padronização, revisão e testes.","OPEN, nível 3, cobol"
589,4,READ,Que critérios técnicos ajudam a decidir o uso de READ em COBOL?,"Nível 1 - Conceito: READ obtém registro de arquivo sequencial, relativo ou indexado conforme a organização. Nível 2 - Uso prático: o ganho aparece quando o programa cresce e a equipe precisa entender rapidamente intenção, dependências e impacto de mudança. Nível 3 - Exemplo: em manutenção de legado, ele ajuda a localizar responsabilidade do trecho e a diminuir o risco de alteração colateral. Nível 4 - Cuidados: convém observar volume, tratamento de exceção e legibilidade, porque uma escolha sintaticamente válida pode ser operacionalmente ruim. Nível 5 - Critério de decisão: use READ quando ele simplificar o raciocínio de negócio e a operação; evite quando adicionar acoplamento, ambiguidade ou custo desnecessário de manutenção.","READ, nível 4, cobol"
590,5,WRITE,Quais armadilhas comuns aparecem ao usar WRITE em sistemas legados COBOL?,"Nível 1 - Conceito: WRITE grava novo registro em arquivo, respeitando organização e estado de abertura. Nível 2 - Uso prático: o ganho aparece quando o programa cresce e a equipe precisa entender rapidamente intenção, dependências e impacto de mudança. Nível 3 - Exemplo: em manutenção de legado, ele ajuda a localizar responsabilidade do trecho e a diminuir o risco de alteração colateral. Nível 4 - Cuidados: não basta saber a sintaxe; é preciso validar efeito sobre dados, mensagens de erro, caminhos alternativos e compatibilidade com o compilador. Nível 5 - Critério de decisão: pense em ciclo completo - desenvolvimento, testes, execução, suporte e evolução do layout ou da regra - antes de padronizar o uso. Nível 6 - Sinal de maturidade: quem domina WRITE não só escreve a instrução, mas entende seus efeitos em dados, contrato entre módulos, observabilidade e custo de manutenção no legado.","WRITE, nível 5, cobol"
591,1,REWRITE,Como REWRITE impacta manutenção e legibilidade em COBOL?,"Nível 1 - Conceito: REWRITE atualiza registro existente, normalmente após um READ bem-sucedido do mesmo registro. Nível 2 - Uso prático: o ganho aparece quando o programa cresce e a equipe precisa entender rapidamente intenção, dependências e impacto de mudança. Nível 3 - Exemplo: em manutenção de legado, ele ajuda a localizar responsabilidade do trecho e a diminuir o risco de alteração colateral.","REWRITE, nível 1, cobol"
592,2,DELETE,Qual é a diferença entre usar e não usar DELETE em COBOL?,"Nível 1 - Conceito: DELETE remove logicamente registro de arquivo indexado ou relativo, conforme suporte da organização. Nível 2 - Uso prático: ele é valioso quando a lógica precisa ficar explícita para manutenção futura, auditoria e diagnóstico de falhas. Nível 3 - Exemplo: quando o sistema integra arquivos, telas ou banco, esse recurso melhora rastreabilidade e torna o comportamento mais explicável para suporte.","DELETE, nível 2, cobol"
593,3,START,Explique para que serve START em COBOL.,"Nível 1 - Conceito: START posiciona arquivo indexado/relativo em um ponto de chave para leitura subsequente. Nível 2 - Uso prático: normalmente entra em cena quando se quer separar definição de dados, fluxo de processamento e tratamento de exceções de forma organizada. Nível 3 - Exemplo: uma aplicação de faturamento ou cadastro usa esse recurso para reduzir ambiguidade e tornar a regra mais segura diante de dados reais e volume alto. Nível 4 - Cuidados: em legado, muitos problemas surgem quando o time assume comportamento implícito; o ideal é tornar condições, limites e retornos o mais explícitos possível.","START, nível 3, cobol"
594,4,CLOSE,"Como CLOSE influencia desempenho, depuração e estabilidade em COBOL?","Nível 1 - Conceito: CLOSE encerra o uso do arquivo e materializa buffers e bloqueios pendentes. Nível 2 - Uso prático: ele é valioso quando a lógica precisa ficar explícita para manutenção futura, auditoria e diagnóstico de falhas. Nível 3 - Exemplo: em batch noturno, esse ponto costuma ser decisivo para evitar erro silencioso, retrabalho operacional e leitura confusa do fluxo. Nível 4 - Cuidados: o erro típico é usar CLOSE sem considerar escopo, tipo de dado, contrato de interface ou impacto de performance; por isso vale combinar padronização, revisão e testes. Nível 5 - Critério de decisão: a melhor escolha não é a mais curta, e sim a que preserva intenção, governança de dados e facilidade de suporte após a entrada em produção.","CLOSE, nível 4, cobol"
595,5,FILE STATUS,Que critérios técnicos ajudam a decidir o uso de FILE STATUS em COBOL?,"Nível 1 - Conceito: FILE STATUS captura códigos de retorno das operações de arquivo para tratamento explícito de erro. Nível 2 - Uso prático: ele é valioso quando a lógica precisa ficar explícita para manutenção futura, auditoria e diagnóstico de falhas. Nível 3 - Exemplo: quando o sistema integra arquivos, telas ou banco, esse recurso melhora rastreabilidade e torna o comportamento mais explicável para suporte. Nível 4 - Cuidados: convém observar volume, tratamento de exceção e legibilidade, porque uma escolha sintaticamente válida pode ser operacionalmente ruim. Nível 5 - Critério de decisão: a melhor escolha não é a mais curta, e sim a que preserva intenção, governança de dados e facilidade de suporte após a entrada em produção. Nível 6 - Sinal de maturidade: quem domina FILE STATUS não só escreve a instrução, mas entende seus efeitos em dados, contrato entre módulos, observabilidade e custo de manutenção no legado.","FILE STATUS, nível 5, cobol"
596,1,SORT,Qual é a função prática de SORT em um programa COBOL?,"Nível 1 - Conceito: SORT ordena registros usando arquivo de trabalho e procedimentos de entrada/saída. Nível 2 - Uso prático: normalmente entra em cena quando se quer separar definição de dados, fluxo de processamento e tratamento de exceções de forma organizada. Nível 3 - Exemplo: em manutenção de legado, ele ajuda a localizar responsabilidade do trecho e a diminuir o risco de alteração colateral.","SORT, nível 1, cobol"
597,2,MERGE,Como MERGE impacta manutenção e legibilidade em COBOL?,"Nível 1 - Conceito: MERGE combina arquivos já ordenados em uma única sequência ordenada. Nível 2 - Uso prático: o ganho aparece quando o programa cresce e a equipe precisa entender rapidamente intenção, dependências e impacto de mudança. Nível 3 - Exemplo: quando o sistema integra arquivos, telas ou banco, esse recurso melhora rastreabilidade e torna o comportamento mais explicável para suporte.","MERGE, nível 2, cobol"
598,3,ACCEPT,Como ACCEPT impacta manutenção e legibilidade em COBOL?,"Nível 1 - Conceito: ACCEPT recebe entrada de terminal, ambiente ou data/hora, dependendo do compilador. Nível 2 - Uso prático: normalmente entra em cena quando se quer separar definição de dados, fluxo de processamento e tratamento de exceções de forma organizada. Nível 3 - Exemplo: quando o sistema integra arquivos, telas ou banco, esse recurso melhora rastreabilidade e torna o comportamento mais explicável para suporte. Nível 4 - Cuidados: não basta saber a sintaxe; é preciso validar efeito sobre dados, mensagens de erro, caminhos alternativos e compatibilidade com o compilador.","ACCEPT, nível 3, cobol"
